"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
61,"1","2025-01-24T15:29:37.016460Z",60,"[{""start"":0,""end"":6,""text"":""Patna "",""labels"":[""PROPN""]},{""start"":9,""end"":19,""text"":""Bengaluru "",""labels"":[""PROPN""]},{""start"":29,""end"":36,""text"":""Mumbai "",""labels"":[""PROPN""]},{""start"":46,""end"":52,""text"":""INDIA "",""labels"":[""PROPN""]},{""start"":86,""end"":92,""text"":""Rahul "",""labels"":[""PROPN""]},{""start"":92,""end"":98,""text"":""Gandhi"",""labels"":[""PROPN""]},{""start"":6,""end"":9,""text"":""और "",""labels"":[""CONJ""]},{""start"":19,""end"":21,""text"":""के"",""labels"":[""ADP""]},{""start"":22,""end"":26,""text"":""बाद "",""labels"":[""ADP""]},{""start"":26,""end"":29,""text"":""अब "",""labels"":[""ADV""]},{""start"":36,""end"":40,""text"":""में "",""labels"":[""ADP""]},{""start"":40,""end"":43,""text"":""चक "",""labels"":[""NOUN""]},{""start"":43,""end"":45,""text"":""दे"",""labels"":[""VERB""]},{""start"":52,""end"":54,""text"":""🇮🇳"",""labels"":[""NOUN""]},{""start"":57,""end"":67,""text"":""Opposition"",""labels"":[""NOUN""]},{""start"":68,""end"":76,""text"":""Parties "",""labels"":[""NOUN""]},{""start"":76,""end"":84,""text"":""Meeting "",""labels"":[""NOUN""]}]",77.573,"Patna और Bengaluru के बाद अब Mumbai में चक दे INDIA 🇮🇳 | Opposition Parties Meeting | Rahul Gandhi","2025-01-24T15:29:37.016483Z"
62,"1","2025-01-24T15:30:34.723872Z",61,"[{""start"":0,""end"":6,""text"":""यात्रा"",""labels"":[""NOUN""]},{""start"":49,""end"":55,""text"":""Yatra "",""labels"":[""PROPN""]},{""start"":37,""end"":44,""text"":""Bharat "",""labels"":[""PROPN""]},{""start"":57,""end"":63,""text"":""Rahul "",""labels"":[""PROPN""]},{""start"":63,""end"":69,""text"":""Gandhi"",""labels"":[""PROPN""]},{""start"":44,""end"":49,""text"":""Jodo "",""labels"":[""PROPN""]},{""start"":8,""end"":11,""text"":""में"",""labels"":[""ADP""]},{""start"":12,""end"":18,""text"":""बेबाक "",""labels"":[""ADJ""]},{""start"":18,""end"":23,""text"":""बोले "",""labels"":[""VERB""]},{""start"":23,""end"":29,""text"":""INDIA "",""labels"":[""PROPN""]},{""start"":29,""end"":32,""text"":""के "",""labels"":[""ADP""]},{""start"":32,""end"":35,""text"":""लोग"",""labels"":[""NOUN""]}]",56.526,"यात्रा' में बेबाक बोले INDIA के लोग। Bharat Jodo Yatra | Rahul Gandhi","2025-01-24T15:30:34.723895Z"
63,"1","2025-01-24T15:31:19.415853Z",62,"[{""start"":1,""end"":10,""text"":""माता-पिता"",""labels"":[""NOUN""]},{""start"":11,""end"":14,""text"":""को "",""labels"":[""ADP""]},{""start"":14,""end"":18,""text"":""राहत"",""labels"":[""NOUN""]},{""start"":20,""end"":29,""text"":""कांग्रेस "",""labels"":[""PROPN""]},{""start"":54,""end"":63,""text"":""Congress "",""labels"":[""PROPN""]},{""start"":77,""end"":89,""text"":""Chhattisgarh"",""labels"":[""PROPN""]},{""start"":65,""end"":75,""text"":""Rajasthan "",""labels"":[""PROPN""]},{""start"":29,""end"":32,""text"":""करा"",""labels"":[""VERB""]},{""start"":33,""end"":37,""text"":""रही "",""labels"":[""VERB""]},{""start"":37,""end"":45,""text"":""बेटियों "",""labels"":[""NOUN""]},{""start"":45,""end"":48,""text"":""की "",""labels"":[""ADP""]},{""start"":48,""end"":52,""text"":""शादी"",""labels"":[""NOUN""]}]",43.001,"""माता-पिता को राहत, कांग्रेस करा रही बेटियों की शादी। Congress | Rajasthan | Chhattisgarh""","2025-01-24T15:31:19.415876Z"
64,"1","2025-01-24T15:32:28.712397Z",63,"[{""start"":0,""end"":4,""text"":""Modi"",""labels"":[""PROPN""]},{""start"":5,""end"":11,""text"":""Adani "",""labels"":[""PROPN""]},{""start"":60,""end"":66,""text"":""Rahul "",""labels"":[""PROPN""]},{""start"":66,""end"":73,""text"":""Gandhi "",""labels"":[""PROPN""]},{""start"":75,""end"":84,""text"":""Congress "",""labels"":[""PROPN""]},{""start"":86,""end"":89,""text"":""BJP"",""labels"":[""PROPN""]},{""start"":11,""end"":13,""text"":""की"",""labels"":[""ADP""]},{""start"":14,""end"":21,""text"":""दोस्ती "",""labels"":[""NOUN""]},{""start"":21,""end"":23,""text"":""के"",""labels"":[""ADP""]},{""start"":24,""end"":30,""text"":""चक्कर "",""labels"":[""NOUN""]},{""start"":30,""end"":34,""text"":""में "",""labels"":[""ADP""]},{""start"":34,""end"":38,""text"":""देश "",""labels"":[""NOUN""]},{""start"":38,""end"":45,""text"":""बर्बाद "",""labels"":[""ADJ""]},{""start"":45,""end"":48,""text"":""हो "",""labels"":[""VERB""]},{""start"":48,""end"":52,""text"":""रहा "",""labels"":[""VERB""]},{""start"":52,""end"":54,""text"":""है"",""labels"":[""VERB""]}]",68.232,"Modi-Adani की दोस्ती के चक्कर में देश बर्बाद हो रहा है... | Rahul Gandhi | Congress | BJP","2025-01-24T15:32:28.712421Z"
65,"1","2025-01-24T15:33:42.307644Z",64,"[{""start"":1,""end"":12,""text"":""Mallikarjun"",""labels"":[""PROPN""]},{""start"":13,""end"":20,""text"":""Kharge "",""labels"":[""PROPN""]},{""start"":86,""end"":94,""text"":""Congress"",""labels"":[""PROPN""]},{""start"":74,""end"":84,""text"":""Telangana "",""labels"":[""PROPN""]},{""start"":20,""end"":22,""text"":""ने"",""labels"":[""ADP""]},{""start"":23,""end"":27,""text"":""कही "",""labels"":[""VERB""]},{""start"":27,""end"":32,""text"":""बड़ी "",""labels"":[""ADJ""]},{""start"":32,""end"":35,""text"":""बात"",""labels"":[""NOUN""]},{""start"":37,""end"":41,""text"":""अगर "",""labels"":[""CONJ""]},{""start"":41,""end"":49,""text"":""संविधान "",""labels"":[""NOUN""]},{""start"":49,""end"":54,""text"":""नहीं "",""labels"":[""PART_NEG""]},{""start"":54,""end"":59,""text"":""होता "",""labels"":[""VERB""]},{""start"":59,""end"":62,""text"":""तो "",""labels"":[""CONJ""]},{""start"":62,""end"":65,""text"":""आज "",""labels"":[""ADV""]},{""start"":65,""end"":68,""text"":""मैं"",""labels"":[""PROPN""]}]",71.964,"""Mallikarjun Kharge ने कही बड़ी बात, अगर संविधान नहीं होता तो आज मैं... | Telangana | Congress""","2025-01-24T15:33:42.307669Z"
66,"1","2025-01-24T15:34:41.932453Z",65,"[{""start"":4,""end"":9,""text"":""2024 "",""labels"":[""NUM""]},{""start"":54,""end"":60,""text"":""INDIA "",""labels"":[""PROPN""]},{""start"":13,""end"":17,""text"":""BJP "",""labels"":[""PROPN""]},{""start"":62,""end"":68,""text"":""Rahul "",""labels"":[""PROPN""]},{""start"":68,""end"":75,""text"":""Gandhi "",""labels"":[""PROPN""]},{""start"":77,""end"":80,""text"":""PM "",""labels"":[""PROPN""]},{""start"":80,""end"":84,""text"":""Modi"",""labels"":[""PROPN""]},{""start"":1,""end"":4,""text"":""हम "",""labels"":[""PROPN""]},{""start"":9,""end"":13,""text"":""में "",""labels"":[""ADP""]},{""start"":17,""end"":20,""text"":""को "",""labels"":[""ADP""]},{""start"":20,""end"":24,""text"":""हरा "",""labels"":[""VERB""]},{""start"":24,""end"":29,""text"":""देंगे"",""labels"":[""VERB""]},{""start"":33,""end"":41,""text"":""जुड़ेगा "",""labels"":[""VERB""]},{""start"":41,""end"":45,""text"":""भारत"",""labels"":[""PROPN""]},{""start"":47,""end"":54,""text"":""जीतेगा "",""labels"":[""VERB""]}]",58.576,"""हम 2024 में BJP को हरा देंगे... जुड़ेगा भारत, जीतेगा INDIA | Rahul Gandhi | PM Modi""","2025-01-24T15:34:41.932477Z"
67,"1","2025-01-24T15:35:41.156653Z",66,"[{""start"":11,""end"":14,""text"":""2-3"",""labels"":[""NUM""]},{""start"":38,""end"":44,""text"":""Rahul "",""labels"":[""PROPN""]},{""start"":44,""end"":51,""text"":""Gandhi "",""labels"":[""PROPN""]},{""start"":53,""end"":56,""text"":""PM "",""labels"":[""PROPN""]},{""start"":56,""end"":60,""text"":""Modi"",""labels"":[""PROPN""]},{""start"":0,""end"":5,""text"":""मोदी "",""labels"":[""PROPN""]},{""start"":5,""end"":11,""text"":""सरकार "",""labels"":[""NOUN""]},{""start"":15,""end"":25,""text"":""अरबपतियों "",""labels"":[""NOUN""]},{""start"":25,""end"":28,""text"":""की "",""labels"":[""ADP""]},{""start"":28,""end"":34,""text"":""सरकार "",""labels"":[""NOUN""]},{""start"":34,""end"":36,""text"":""है"",""labels"":[""VERB""]}]",58.252,"मोदी सरकार 2-3 अरबपतियों की सरकार है- Rahul Gandhi | PM Modi","2025-01-24T15:35:41.156679Z"
68,"1","2025-01-24T15:37:15.860842Z",67,"[{""start"":1,""end"":4,""text"":""PM "",""labels"":[""PROPN""]},{""start"":4,""end"":9,""text"":""Modi "",""labels"":[""PROPN""]},{""start"":27,""end"":33,""text"":""Nitin "",""labels"":[""PROPN""]},{""start"":33,""end"":41,""text"":""Gadkari "",""labels"":[""PROPN""]},{""start"":64,""end"":68,""text"":""BJP "",""labels"":[""PROPN""]},{""start"":9,""end"":12,""text"":""के "",""labels"":[""ADP""]},{""start"":12,""end"":18,""text"":""सामने "",""labels"":[""ADP""]},{""start"":18,""end"":24,""text"":""झुकने "",""labels"":[""VERB""]},{""start"":24,""end"":27,""text"":""से "",""labels"":[""ADP""]},{""start"":41,""end"":44,""text"":""का "",""labels"":[""ADP""]},{""start"":44,""end"":49,""text"":""इंकार"",""labels"":[""NOUN""]},{""start"":51,""end"":56,""text"":""2024 "",""labels"":[""NUM""]},{""start"":56,""end"":59,""text"":""से "",""labels"":[""ADP""]},{""start"":59,""end"":64,""text"":""पहले "",""labels"":[""ADV""]},{""start"":68,""end"":72,""text"":""में "",""labels"":[""ADP""]},{""start"":72,""end"":76,""text"":""बड़ी "",""labels"":[""ADJ""]},{""start"":76,""end"":81,""text"":""बगावत"",""labels"":[""NOUN""]}]",82.879,"""PM Modi के सामने झुकने से Nitin Gadkari का इंकार, 2024 से पहले BJP में बड़ी बगावत।""","2025-01-24T15:37:15.860869Z"
69,"1","2025-01-24T15:38:30.009187Z",68,"[{""start"":1,""end"":4,""text"":""ये "",""labels"":[""PROPN""]},{""start"":4,""end"":7,""text"":""है "",""labels"":[""VERB""]},{""start"":7,""end"":14,""text"":""गुजरात "",""labels"":[""PROPN""]},{""start"":14,""end"":19,""text"":""मॉडल "",""labels"":[""NOUN""]},{""start"":19,""end"":22,""text"":""की "",""labels"":[""ADP""]},{""start"":22,""end"":28,""text"":""असलियत"",""labels"":[""NOUN""]},{""start"":30,""end"":33,""text"":""अब "",""labels"":[""ADV""]},{""start"":33,""end"":38,""text"":""जनता "",""labels"":[""NOUN""]},{""start"":38,""end"":44,""text"":""झांसे "",""labels"":[""NOUN""]},{""start"":44,""end"":48,""text"":""में "",""labels"":[""ADP""]},{""start"":48,""end"":53,""text"":""नहीं "",""labels"":[""PART_NEG""]},{""start"":53,""end"":58,""text"":""आएगी "",""labels"":[""VERB""]},{""start"":58,""end"":63,""text"":""मोदी "",""labels"":[""PROPN""]},{""start"":63,""end"":65,""text"":""जी"",""labels"":[""PROPN""]},{""start"":71,""end"":79,""text"":""Gujarat "",""labels"":[""PROPN""]},{""start"":79,""end"":85,""text"":""Model "",""labels"":[""PROPN""]},{""start"":87,""end"":90,""text"":""PM "",""labels"":[""PROPN""]},{""start"":90,""end"":94,""text"":""Modi"",""labels"":[""PROPN""]}]",73.172,"""ये है गुजरात मॉडल की असलियत, अब जनता झांसे में नहीं आएगी मोदी जी... | Gujarat Model | PM Modi""","2025-01-24T15:38:30.009218Z"
70,"1","2025-01-24T15:39:22.349126Z",69,"[{""start"":0,""end"":5,""text"":""Amit "",""labels"":[""PROPN""]},{""start"":5,""end"":10,""text"":""Shah "",""labels"":[""PROPN""]},{""start"":13,""end"":25,""text"":""Mallikarjun "",""labels"":[""PROPN""]},{""start"":25,""end"":32,""text"":""Kharge "",""labels"":[""PROPN""]},{""start"":10,""end"":13,""text"":""को "",""labels"":[""ADP""]},{""start"":57,""end"":61,""text"":""BJP "",""labels"":[""PROPN""]},{""start"":82,""end"":92,""text"":""Telangana "",""labels"":[""PROPN""]},{""start"":92,""end"":100,""text"":""Election"",""labels"":[""NOUN""]},{""start"":32,""end"":35,""text"":""ने "",""labels"":[""ADP""]},{""start"":35,""end"":40,""text"":""दिया "",""labels"":[""VERB""]},{""start"":40,""end"":51,""text"":""झन्नाटेदार "",""labels"":[""ADJ""]},{""start"":51,""end"":55,""text"":""जवाब"",""labels"":[""NOUN""]},{""start"":61,""end"":68,""text"":""नेताओं "",""labels"":[""NOUN""]},{""start"":68,""end"":71,""text"":""की "",""labels"":[""ADP""]},{""start"":71,""end"":77,""text"":""बोलती "",""labels"":[""NOUN""]},{""start"":77,""end"":80,""text"":""बंद"",""labels"":[""ADJ""]}]",49.058,"Amit Shah को Mallikarjun Kharge ने दिया झन्नाटेदार जवाब। BJP नेताओं की बोलती बंद। Telangana Election","2025-01-24T15:39:22.349150Z"
71,"1","2025-01-24T15:40:17.826434Z",70,"[{""start"":27,""end"":36,""text"":""Congress "",""labels"":[""PROPN""]},{""start"":56,""end"":68,""text"":""Mallikarjun "",""labels"":[""PROPN""]},{""start"":68,""end"":75,""text"":""Kharge "",""labels"":[""PROPN""]},{""start"":77,""end"":87,""text"":""Telangana "",""labels"":[""PROPN""]},{""start"":87,""end"":95,""text"":""Election"",""labels"":[""NOUN""]},{""start"":9,""end"":13,""text"":""में "",""labels"":[""ADP""]},{""start"":0,""end"":9,""text"":""तेलंगाना "",""labels"":[""PROPN""]},{""start"":19,""end"":24,""text"":""बनते "",""labels"":[""VERB""]},{""start"":13,""end"":19,""text"":""सरकार "",""labels"":[""NOUN""]},{""start"":24,""end"":27,""text"":""ही "",""labels"":[""PART""]},{""start"":36,""end"":39,""text"":""12 "",""labels"":[""NUM""]},{""start"":39,""end"":44,""text"":""वादे "",""labels"":[""NOUN""]},{""start"":44,""end"":49,""text"":""पूरा "",""labels"":[""ADJ""]},{""start"":49,""end"":54,""text"":""करेगी"",""labels"":[""VERB""]}]",54.189,"तेलंगाना में सरकार बनते ही Congress 12 वादे पूरा करेगी- Mallikarjun Kharge | Telangana Election","2025-01-24T15:40:17.826458Z"
